date,max_temperature,avg_hourly_temperature,avg_temperature,min_temperature,max_humidex,min_windchill,max_relative_humidity,avg_hourly_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_hourly_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_hourly_wind_speed,avg_wind_speed,min_wind_speed,max_wind_gust,wind_gust_dir_10s,max_pressure_sea,avg_hourly_pressure_sea,avg_pressure_sea,min_pressure_sea,max_pressure_station,avg_hourly_pressure_station,avg_pressure_station,min_pressure_station,max_visibility,avg_hourly_visibility,avg_visibility,min_visibility,max_health_index,avg_hourly_health_index,avg_health_index,min_health_index,heatdegdays,cooldegdays,growdegdays_5,growdegdays_7,growdegdays_10,precipitation,rain,snow,snow_on_ground,sunrise,sunset,daylight,sunrise_f,sunset_f,min_uv_forecast,max_uv_forecast,min_high_temperature_forecast,max_high_temperature_forecast,min_low_temperature_forecast,max_low_temperature_forecast,solar_radiation,max_cloud_cover_4,avg_hourly_cloud_cover_4,avg_cloud_cover_4,min_cloud_cover_4,max_cloud_cover_8,avg_hourly_cloud_cover_8,avg_cloud_cover_8,min_cloud_cover_8,max_cloud_cover_10,avg_hourly_cloud_cover_10,avg_cloud_cover_10,min_cloud_cover_10
2021-04-25,11.4,7.33,6.2,1,,,95,65.2,74,53,8.3,1.1,1,-6.3,41,25.54,24.5,8,58,30,102.01,101.2,101.36,100.71,99.88,99.1,99.25,98.63,24100,22233.3,18500,12900,4,2.4,2.7,1.4,11.8,0,1.2,0,0,1,1,0,,6:18:00,20:12:00,13.9,6.3,20.2,5,5,12,12,-2,-1,,,,,,8,7.4,7,6,,,,
2021-04-24,17.1,12.57,11.65,6.2,,,61,43.2,47,33,1.6,0.1,0.2,-1.2,27,15.17,15.5,4,35,15,101.51,101.24,101.17,100.84,99.42,99.15,99.09,98.77,24100,24100,24100,24100,4.2,3.8,3.8,3.3,6.3,0,6.7,4.7,1.6,0,0,0,,6:20:00,20:11:00,13.85,6.33,20.18,6,6,17,17,7,8,,,,,,8,5.3,4,0,,,,
2021-04-23,19.4,9.05,8.79,-1.8,,-5,73,45.5,49,25,1.2,-3.1,-2.7,-6.6,41,21.08,23,5,58,29,101.63,101.42,101.4,101.17,99.49,99.3,99.28,99.07,24100,24100,24100,24100,3.9,3.4,3.4,2.8,9.2,0,3.8,1.8,0,0,0,0,,6:22:00,20:10:00,13.8,6.37,20.17,6,6,17,17,7,7,,,,,,6,1.8,3,0,,,,
2021-04-22,5.4,1.19,1.35,-2.7,,-7,86,59.5,64,42,-2.2,-6.1,-5.2,-8.3,40,24.96,26,12,60,30,101.61,101.42,101.45,101.29,99.47,99.29,99.31,99.15,24100,23229.2,13650,3200,2.8,2.5,2.5,2.3,16.6,0,0,0,0,0.2,0,0.2,,6:23:00,20:09:00,13.77,6.38,20.15,4,4,7,7,-1,0,,,,,,8,5.6,4,0,,,,
2021-04-21,4.6,0.09,1.04,-2.5,,-7,96,66.1,69.5,43,-2.1,-6,-6.2,-10.2,40,22.54,24,8,52,31,101.56,101.38,101.43,101.31,99.43,99.24,99.3,99.17,24100,16383.3,13050,2000,2.6,2.3,2.4,2.1,17,0,0,0,0,3.4,0,3.4,2,6:25:00,20:07:00,13.7,6.42,20.12,5,5,4,5,-4,-3,,,,,,8,6.3,4.5,1,,,,
2021-04-20,4.9,3.26,2.05,-0.8,,,89,68.5,70.5,52,3.9,-2.2,-0.4,-4.8,30,21.46,19.5,9,49,26,101.68,101.4,101.3,100.91,99.54,99.28,99.18,98.82,24100,20895.8,14450,4800,2.6,2.3,2.4,2.1,15.9,0,0,0,0,0.8,0,0.8,0,6:26:00,20:06:00,13.67,6.43,20.1,4,4,6,6,-2,0,,,,,,8,7.2,5.5,3,,,,
2021-04-19,17.2,9.25,9.4,1.6,,,89,63.4,61,33,6.5,2.1,2.2,-2,35,17.54,19.5,4,57,25,101.05,100.85,100.79,100.53,98.95,98.75,98.69,98.44,24100,23500,16900,9700,3.3,3,3,2.7,8.6,0,4.4,2.4,0,1.6,1.6,0,,6:28:00,20:05:00,13.62,6.47,20.08,6,6,16,16,1,2,,,,,,8,5.2,4.5,1,,,,
2021-04-18,15.1,8.63,8.94,2.8,,,86,65.6,67.5,49,6.7,2.3,2.1,-2.5,24,15.12,16,8,40,26,101.16,101.05,101.06,100.96,99.06,98.95,98.96,98.86,24100,23900,21700,19300,3,2.3,2.4,1.7,9.1,0,3.9,1.9,0,0.6,0.6,0,,6:30:00,20:04:00,13.57,6.5,20.07,6,6,16,16,3,3,,,,,,8,5,4.5,1,,,,
2021-04-17,11.9,7.23,7.55,3.2,,,99,83.7,80,61,6.7,4.5,4.8,2.8,19,10.71,12,5,,,101.2,101.09,101.09,100.99,99.09,98.99,98.99,98.89,24100,22633.3,16900,9700,2.2,1.8,1.8,1.4,10.4,0,2.5,0.6,0,0.2,0.2,0,,6:31:00,20:03:00,13.53,6.52,20.05,6,6,13,13,2,3,,,,,,8,6.5,4.5,1,,,,
2021-04-16,10.7,6.49,7.35,4,,,92,76.2,76,60,4.4,2.5,2.8,1.1,28,22.71,22,16,42,32,101.11,100.79,100.89,100.67,99,98.69,98.78,98.56,24100,24100,24100,24100,1.9,1.5,1.6,1.4,10.7,0,2.4,0.4,0,0.4,0.4,0,,6:33:00,20:01:00,13.47,6.55,20.02,2,2,10,10,4,4,,,,,,8,7.8,7.5,7,,,,
2021-04-15,8,5.7,6.25,4.5,,,88,73.4,70,52,3.1,1.2,0.4,-2.2,26,13.79,15.5,5,37,30,101.17,100.91,100.93,100.7,99.08,98.81,98.84,98.6,24100,22900,20100,16100,2.2,1.9,2,1.8,11.8,0,1.2,0,0,1.8,1.8,0,,6:35:00,20:00:00,13.42,6.58,20,3,3,9,9,4,4,,,,,,8,7.9,7.5,7,,,,
2021-04-14,15.8,9.97,10.25,4.7,,,100,67,69,38,6.5,3,2.7,-1.1,27,13.12,14.5,2,41,26,101.8,101.51,101.46,101.11,99.69,99.41,99.36,99.02,24100,17575,12150,200,3.3,2.8,2.8,2.4,7.8,0,5.2,3.2,0.2,0.6,0.6,0,,6:36:00,19:59:00,13.38,6.6,19.98,6,6,14,14,4,7,,,,,,8,4.2,4,0,,,,
2021-04-13,14.5,9.65,10.19,5.9,,,99,86.5,83,67,8.6,7.4,7.2,5.8,17,8.62,10,3,,,101.88,101.73,101.67,101.46,99.76,99.62,99.56,99.35,24100,19900,16900,9700,3,2.4,2.5,1.9,7.8,0,5.2,3.2,0.2,0,0,0,,6:38:00,19:58:00,13.33,6.63,19.97,3,5,15,15,4,5,,,,,,8,5.3,4,0,,,,
2021-04-12,11.2,8.5,9.19,7.2,,,100,96.7,95.5,91,11.2,8,8.9,6.7,28,15.04,16.5,5,40,7,101.45,100.65,100.76,100.07,99.34,98.57,98.67,98.01,24100,14370.8,13650,3200,2.6,2.2,2.3,2,8.8,0,4.2,2.2,0,6.2,6.2,0,,6:40:00,19:57:00,13.28,6.67,19.95,2,2,10,10,7,7,,,,,,8,7.7,6.5,5,,,,
2021-04-11,16.7,13.61,13.45,10.2,,,100,86,78,56,13.6,11.2,9.9,6.2,30,12.79,17.5,5,47,9,100.13,99.91,99.94,99.76,98.06,97.86,97.89,97.72,24100,17216.7,14450,4800,2.8,2.5,2.5,2.1,4.5,0,8.4,6.5,3.5,13.4,13.4,0,,6:41:00,19:56:00,13.25,6.68,19.93,2,3,16,16,8,8,,,,,,8,8,7.5,7,,,,
2021-04-10,20.4,15.14,15.35,10.3,,,92,70.1,70.5,49,11.2,9.4,9.2,7.2,18,10.62,11.5,5,35,29,101.18,100.8,100.64,100.11,99.1,98.73,98.58,98.06,24100,24100,24100,24100,2.9,2.5,2.5,2.1,2.6,0,10.3,8.3,5.3,0.2,0.2,0,,6:43:00,19:54:00,13.18,6.72,19.9,6,6,22,22,13,14,,,,,,8,6.6,4.5,1,,,,
2021-04-09,19.5,14.61,15.55,11.6,,,85,70.4,72.5,60,11.5,9.3,8.7,5.8,18,11,11.5,5,31,21,101.3,101.18,101.17,101.04,99.22,99.11,99.1,98.97,24100,24100,24100,24100,3.5,2.9,3,2.6,2.5,0,10.6,8.6,5.5,0.2,0.2,0,,6:45:00,19:53:00,13.13,6.75,19.88,2,6,18,21,11,14,,,,,,8,5.4,4.5,1,,,,
2021-04-08,20.6,15.35,14.55,8.5,,,76,52.6,58,40,6.8,5.4,3.9,1,28,16.71,17.5,7,48,10,101.56,101.26,101.24,100.91,99.47,99.18,99.15,98.84,24100,24100,24100,24100,4.1,3,3.2,2.3,3.5,0,9.6,7.5,4.5,0,0,0,,6:47:00,19:52:00,13.08,6.78,19.87,6,6,18,19,13,13,,,,,,5,1.5,2.5,0,,,,
2021-04-07,17.4,11.82,11.1,4.8,,,49,34.9,34.5,20,1.8,-3.7,-2.9,-7.5,26,12.42,15,4,35,10,101.77,101.63,101.64,101.51,99.67,99.53,99.54,99.41,24100,24100,24100,24100,3.2,2.8,2.8,2.4,6.9,0,6.1,4.1,1.1,0,0,0,,6:48:00,19:51:00,13.05,6.8,19.85,5,6,16,16,9,9,,,,,,6,2,3,0,,,,
2021-04-06,14.1,9.37,7.95,1.8,,,76,41,48,20,1,-4.5,-5.3,-11.7,19,11.21,10,1,,,101.9,101.69,101.69,101.49,99.79,99.58,99.58,99.38,24100,24100,24100,24100,5,3.2,3.8,2.7,10.1,0,3,1,0,0,0,0,,6:50:00,19:50:00,13,6.83,19.83,5,5,13,13,5,5,,,,,,8,5.8,4,0,,,,
2021-04-05,13.5,8.54,7.75,2,,,62,47.6,48.5,35,0.8,-2.2,-1.8,-4.3,17,8.88,9,1,,,102.27,102.06,102.03,101.8,100.15,99.94,99.92,99.69,24100,24100,24100,24100,4.8,3.4,3.8,2.9,10.2,0,2.8,0.8,0,0,0,0,,6:52:00,19:48:00,12.93,6.87,19.8,5,5,14,14,4,4,,,,,,8,4.1,4,0,,,,
2021-04-04,15.1,7.13,6.8,-1.5,,-4,93,57.8,62.5,32,-0.6,-1.8,-2.5,-4.5,17,10.67,10.5,4,,,102.24,102.12,102.08,101.93,100.11,99.99,99.96,99.8,24100,23166.7,20100,16100,4,3.5,3.6,3.2,11.2,0,1.8,0,0,0,0,0,,6:54:00,19:47:00,12.88,6.9,19.78,5,5,17,17,4,5,,,,,,2,0.3,1,0,,,,
2021-04-03,9.5,2.52,2.2,-5.1,,-8,78,54.6,53.5,29,-0.4,-6.2,-6.2,-12,36,13.54,21,6,55,25,102.86,102.5,102.43,102,100.69,100.34,100.28,99.87,24100,23700,21700,19300,3.3,3,3,2.7,15.8,0,0,0,0,0,0,0,,6:55:00,19:46:00,12.85,6.92,19.77,3,3,9,9,0,3,,,,,,8,4.1,4,0,,,,
2021-04-02,4.7,-0.39,0.25,-4.2,,-11,47,29.7,34,21,-12.7,-16.4,-15.3,-18,37,23.5,21.5,6,54,32,103.09,102.87,102.87,102.65,100.91,100.7,100.7,100.48,24100,24100,24100,24100,2.7,2.5,2.5,2.3,17.8,0,0,0,0,0,0,0,,6:57:00,19:45:00,12.8,6.95,19.75,4,4,4,5,-5,-4,,,,,,1,0.1,0.5,0,,,,
2021-04-01,2.6,-0.78,-0.14,-2.9,,-10,68,49.1,49,30,-5.9,-10.5,-11.5,-17.1,44,29.88,31,18,63,33,102.64,102.19,102.27,101.9,100.47,100.04,100.12,99.76,24100,24100,24100,24100,2.6,2.3,2.4,2.1,18.1,0,0,0,0,0,0,0,,6:59:00,19:44:00,12.75,6.98,19.73,3,3,1,1,-6,-5,,,,,,8,2.7,4,0,,,,
2021-03-31,14.7,8.81,7.4,0.1,,,92,58,62.5,33,8.2,0.5,1.6,-5.1,34,21.33,20.5,7,49,34,101.92,101.35,101.42,100.91,99.79,99.25,99.31,98.84,24100,24100,24100,24100,3.3,2.7,2.7,2.1,10.6,0,2.4,0.4,0,0,0,0,,7:01:00,19:42:00,12.68,7.02,19.7,3,4,10,12,-4,-2,,,,,,8,7.3,6.5,5,,,,
2021-03-30,20.3,11.39,10.4,0.5,,,85,49.3,54.5,24,0.8,-0.7,-0.6,-2,41,17.08,24,7,64,21,102.07,101.51,101.55,101.03,99.93,99.4,99.44,98.94,24100,24100,24100,24100,3.7,3,3.1,2.5,7.6,0,5.4,3.4,0.4,0,0,0,,7:02:00,19:41:00,12.65,7.03,19.68,5,6,17,17,7,9,,,,,,8,4.3,4,0,,,,
2021-03-29,7.1,2.91,3.2,-0.7,,-6,76,59.3,59.5,43,-1.6,-4.4,-4.9,-8.2,44,23.54,26,8,61,30,102.36,101.96,101.67,100.98,100.21,99.82,99.54,98.87,24100,24100,24100,24100,2.7,2.4,2.3,1.9,14.8,0,0,0,0,0,0,0,,7:04:00,19:40:00,12.6,7.07,19.67,5,5,8,8,1,1,,,,,,8,3.9,4,0,,,,
2021-03-28,10.1,5.13,6.19,2.3,,,98,80.5,83,68,7.5,2,2.8,-1.8,48,23,25,2,74,26,101.24,100.27,100.41,99.59,99.12,98.17,98.32,97.51,24100,21233.3,16100,8100,2.5,2,2.1,1.7,11.8,0,1.2,0,0,6.2,6.2,0,,7:06:00,19:39:00,12.55,7.1,19.65,2,2,11,12,-1,-1,,,,,,8,7.6,7.5,7,,,,
2021-03-27,8.2,4.97,5.75,3.3,,,87,77.8,77.5,68,3.5,1.4,1.6,-0.2,16,10.33,8.5,1,,,102.2,101.9,101.77,101.34,100.06,99.77,99.64,99.22,24100,22433.3,20100,16100,2.2,2,2,1.8,12.2,0,0.8,0,0,0.2,0.2,0,,7:08:00,19:37:00,12.48,7.13,19.62,3,4,9,10,5,6,,,,,,8,7.3,5.5,3,,,,
2021-03-26,10.5,7.23,6.9,3.3,,,99,86.2,84,69,9.3,5,4.7,0.1,50,24.08,27,4,72,35,101.98,100.72,100.77,99.56,99.85,98.64,98.68,97.52,24100,18816.7,14450,4800,2.2,2,1.9,1.6,11.1,0,1.9,0,0,34.6,34.6,0,,7:10:00,19:36:00,12.43,7.17,19.6,2,2,7,11,2,3,,,,,,8,7.7,6.5,5,,,,
2021-03-25,21.5,13.32,14.5,7.5,,,96,66,67,38,7.9,6.6,6.4,4.9,31,15.67,17,3,41,36,101.48,101.16,101.18,100.87,99.39,99.07,99.09,98.79,24100,23900,21700,19300,3.1,2.8,2.6,2.2,3.5,0,9.5,7.5,4.5,1,1,0,,7:12:00,19:35:00,12.38,7.2,19.58,6,6,19,20,8,8,,,,,,8,4.5,4,0,,,,
2021-03-24,17.6,11.83,12.1,6.6,,,95,66.8,66,37,10.3,5.5,2.8,-4.8,20,9.88,11.5,3,31,15,101.66,101.23,101.26,100.86,99.56,99.14,99.17,98.78,24100,23900,21700,19300,4,3,3.2,2.4,5.9,0,7.1,5.1,2.1,0.8,0.8,0,,7:13:00,19:34:00,12.35,7.22,19.57,2,4,16,16,7,7,,,,,,8,6.1,5,2,,,,
2021-03-23,15.5,9.78,8.15,0.8,,,68,38.6,46.5,25,-2,-4.4,-4.9,-7.8,14,7.04,8,2,,,102.3,102.06,102.01,101.71,100.17,99.95,99.89,99.61,24100,24100,24100,24100,5.5,4.4,4.7,3.9,9.8,0,3.1,1.1,0,0,0,0,,7:15:00,19:33:00,12.3,7.25,19.55,6,6,16,16,7,8,,,,,,8,6.2,5,2,,,,
2021-03-22,16.1,7.5,7.55,-1,,-2,69,45.6,48,27,-1.2,-4.3,-3.7,-6.2,21,8.92,11,1,,,102.73,102.43,102.44,102.14,100.59,100.3,100.3,100.01,24100,24100,24100,24100,4.4,4.1,4,3.5,10.4,0,2.5,0.6,0,0,0,0,,7:17:00,19:31:00,12.23,7.28,19.52,6,6,16,16,3,4,,,,,,7,1.9,3.5,0,,,,
2021-03-21,14.9,6.62,6.45,-2,,-1,65,44.2,43,21,-3.9,-5.5,-5.7,-7.5,17,7.38,9,1,29,15,103.41,103.14,103.1,102.79,101.26,101,100.96,100.65,24100,24100,24100,24100,4.6,3.8,3.8,3.1,11.6,0,1.4,0,0,0,0,0,,7:19:00,19:30:00,12.18,7.32,19.5,4,5,13,14,0,2,,,,,,1,0,0.5,0,,,,
2021-03-20,14.9,6.58,6.25,-2.4,,-4,60,39.4,39.5,19,-4.8,-7.6,-7.2,-9.7,18,8,10.5,3,33,28,103.61,103.42,103.44,103.27,101.44,101.26,101.28,101.13,24100,24100,24100,24100,4.2,3.2,3.5,2.7,11.8,0,1.2,0,0,0,0,0,,7:21:00,19:29:00,12.13,7.35,19.48,4,5,14,14,-4,-3,,,,,,1,0.4,0.5,0,,,,
2021-03-19,3.7,-0.48,-0.79,-5.3,,-12,53,36.1,37,21,-8.1,-14.2,-13.3,-18.5,28,16.58,15.5,3,37,1,103.5,103.2,103.02,102.54,101.32,101.03,100.85,100.38,24100,24100,24100,24100,4.1,2.8,3.3,2.5,18.8,0,0,0,0,0,0,0,,7:22:00,19:28:00,12.1,7.37,19.47,4,4,6,6,-1,-1,,,,,,0,0,0,0,,,,
2021-03-18,6.8,3.5,2.25,-2.3,,-8,91,60.8,57.5,24,0.5,-4.4,-8.2,-16.9,35,25.54,19.5,4,55,3,102.45,101.82,101.99,101.53,100.3,99.69,99.86,99.41,24100,21433.3,18500,12900,4,2.8,3.2,2.4,15.8,0,0,0,0,0.4,0.4,0,,7:24:00,19:27:00,12.05,7.4,19.45,3,5,7,9,-7,-5,,,,,,8,7.4,4,0,,,,
2021-03-17,9,4.65,5.09,1.2,,,80,60.9,65.5,51,0.8,-2.3,-2.2,-5.1,17,7.67,9,1,,,102.03,101.79,101.77,101.52,99.88,99.65,99.64,99.4,24100,22900,20100,16100,4.1,3.2,3.5,2.8,12.9,0,0.1,0,0,0,0,0,,7:26:00,19:25:00,11.98,7.43,19.42,4,5,11,11,1,2,,,,,,8,7.7,7.5,7,,,,
2021-03-16,3.5,0.38,0.8,-1.9,,-7,70,54.4,52.5,35,-3.6,-7.9,-9.7,-15.7,27,15.46,15.5,4,43,6,102.49,101.98,102.12,101.75,100.32,99.82,99.96,99.6,24100,24100,24100,24100,2.7,2.6,2.6,2.5,17.2,0,0,0,0,0,0,0,,7:28:00,19:24:00,11.93,7.47,19.4,2,2,3,3,-1,1,,,,,,8,7.3,6.5,5,,,,
2021-03-15,-1,-4.79,-5,-9,,-17,51,37.3,35,19,-12.5,-17.6,-17.9,-23.2,24,15.58,14.5,5,37,35,103.58,103.2,103.08,102.59,101.37,101,100.89,100.41,24100,24100,24100,24100,2.8,2.6,2.5,2.3,23,0,0,0,0,0,0,0,,7:30:00,19:23:00,11.88,7.5,19.38,4,5,0,0,-4,-4,,,,,,7,2.2,3.5,0,,,,
2021-03-14,3.5,-0.51,-1.29,-6.1,,-12,78,52,55.5,33,-2.8,-9.7,-10.1,-17.3,47,29.91,28,9,74,33,103.28,102.49,102.57,101.86,101.1,100.33,100.41,99.72,24100,24100,24100,24100,2.9,2.6,2.6,2.4,19.3,0,0,0,0,0,0,0,,7:31:00,19:22:00,11.85,7.52,19.37,4,4,2,2,-11,-10,,,,,,4,1.1,2,0,,,,
2021-03-13,5.6,-0.18,-0.7,-7,,-12,68,52.8,52.5,37,-4.5,-9.1,-8.1,-11.7,34,21.71,22,10,48,23,103.17,102.63,102.52,101.88,100.98,100.46,100.36,99.73,24100,24100,24100,24100,2.9,2.5,2.6,2.3,18.7,0,0,0,0,0,0,0,,6:33:00,18:20:00,11.78,6.55,18.33,4,4,7,7,0,0,,,,,,7,1.4,3.5,0,,,,
2021-03-12,11.3,3.58,3.25,-4.8,,-12,77,54.7,55.5,34,-0.7,-5,-6.5,-12.2,53,30.42,28,3,76,30,103.03,102.3,102.45,101.87,100.87,100.17,100.32,99.77,24100,24100,24100,24100,2.8,2.5,2.5,2.3,14.8,0,0,0,0,0,0,0,,6:35:00,18:19:00,11.73,6.58,18.32,4,4,10,10,-7,-5,,,,,,6,1.2,3,0,,,,
2021-03-11,19.3,14.4,12.4,5.5,,,78,52.3,59,40,10.1,4.7,4.3,-1.4,50,34.08,31,12,85,25,101.75,101.33,101.31,100.87,99.65,99.25,99.23,98.81,24100,22900,21700,19300,4.3,3.3,3.4,2.4,5.6,0,7.4,5.4,2.4,2,2,0,,6:37:00,18:18:00,11.68,6.62,18.3,5,5,19,20,-2,1,,,,,,8,5.2,4,0,,,,
2021-03-10,15.3,7.39,6.5,-2.3,,-2,92,61.3,66.5,41,1.1,-0.2,-1.1,-3.3,18,9.5,9.5,1,37,21,102.86,102.25,102.28,101.7,100.71,100.12,100.15,99.6,24100,23433.3,20100,16100,4.6,3.6,3.8,3,11.5,0,1.5,0,0,0,0,0,,6:38:00,18:17:00,11.65,6.63,18.28,5,5,17,17,11,12,,,,,,8,5.4,4,0,,,,
2021-03-09,10.6,4.85,4.15,-2.3,,-7,92,65.4,62,32,0.5,-1.7,-2.6,-5.8,18,10.42,10.5,3,,,103.02,102.82,102.7,102.38,100.87,100.67,100.56,100.24,24100,24100,24100,24100,4.5,3.4,3.5,2.6,13.8,0,0,0,0,0,0,0,,6:40:00,18:15:00,11.58,6.67,18.25,4,4,10,10,1,1,,,,,,7,2.4,3.5,0,,,,
2021-03-08,9.6,1,0.2,-9.2,,-12,76,60,58,40,-0.7,-6.3,-7.3,-13.9,23,10.29,13,3,37,22,103.13,102.65,102.65,102.18,100.93,100.47,100.48,100.03,24100,23766.7,20100,16100,4.7,3.7,3.8,2.9,17.8,0,0,0,0,0.2,0,0.2,,6:42:00,18:14:00,11.53,6.7,18.23,4,4,10,10,0,0,,,,,,8,4.5,4,0,,,,
2021-03-07,-0.4,-5.71,-5.35,-10.3,,-16,74,51.7,52,30,-12.7,-14.8,-14.8,-17,17,10.75,11,5,,,103.17,103.01,102.88,102.59,100.97,100.81,100.69,100.4,24100,24100,24100,24100,3,2.8,2.8,2.5,23.4,0,0,0,0,0,0,0,,6:44:00,18:13:00,11.48,6.73,18.22,3,3,1,1,-10,-9,,,,,,3,0.9,1.5,0,,,,
2021-03-06,-0.2,-4.82,-4.69,-9.2,,-15,71,53,54,37,-10.2,-13.2,-13.4,-16.7,35,21.75,21,7,48,33,102.56,102.26,102.26,101.97,100.37,100.08,100.09,99.81,24100,23700,21700,19300,2.9,2.4,2.6,2.3,22.7,0,0,0,0,0,0,0,,6:46:00,18:12:00,11.43,6.77,18.2,2,2,-1,-1,-12,-11,,,,,,8,5.5,4,0,,,,
2021-03-05,1.6,-4.01,-4.35,-10.3,,-17,66,49.4,48,30,-7.6,-13.5,-12.4,-17.2,48,30.58,30.5,13,67,31,102.2,101.9,101.9,101.6,100.02,99.73,99.73,99.44,24100,24100,24100,24100,3,2.6,2.7,2.4,22.4,0,0,0,0,0,0,0,,6:47:00,18:10:00,11.38,6.78,18.17,3,3,0,1,-8,-7,,,,,,7,2.3,3.5,0,,,,
2021-03-04,0.8,-4.16,-3.6,-8,,-17,76,58,58,40,-3.5,-11.4,-10,-16.5,41,28.88,28.5,16,58,32,102.29,102,101.91,101.53,100.11,99.84,99.76,99.4,24100,23633.3,18500,12900,2.6,2.4,2.5,2.3,21.6,0,0,0,0,0,0,0,0,6:49:00,18:09:00,11.33,6.82,18.15,3,3,-2,-2,-11,-9,,,,,,8,2.8,4,0,,,,
2021-03-03,7.2,2.27,2.2,-2.8,,-7,74,62.8,64,54,-1.7,-4.2,-4.7,-7.6,28,18.08,16,4,39,23,101.53,101.23,101.29,101.06,99.4,99.09,99.17,98.94,24100,24100,24100,24100,3.5,3.1,3,2.6,15.8,0,0,0,0,0,0,0,,6:51:00,18:08:00,11.28,6.85,18.13,2,4,7,7,-8,-4,,,,,,7,3.6,3.5,0,,,,
2021-03-02,0.2,-6.5,-6.7,-13.6,,-19,75,58.6,60,45,-7.9,-13.6,-13.8,-19.7,28,15.62,15,2,45,23,102.85,102.24,102.01,101.18,100.63,100.04,99.83,99.03,24100,24100,24100,24100,2.9,2.6,2.6,2.3,24.7,0,0,0,0,0,0,0,,6:52:00,18:07:00,11.25,6.87,18.12,3,3,-1,1,-4,0,,,,,,8,4.5,4.5,1,,,,
2021-03-01,5.4,-2.31,-2.2,-9.8,,-20,87,61.3,62.5,38,4.2,-9,-8.2,-20.7,61,40.17,41.5,22,84,31,102.42,101.29,101.31,100.2,100.23,99.15,99.17,98.1,24100,23500,16900,9700,2.5,2.4,2.4,2.3,20.2,0,0,0,0,0,0,0,0,6:54:00,18:05:00,11.18,6.9,18.08,1,1,1,1,-10,-9,,,,,,8,5.9,4.5,1,,,,
2021-02-28,6.5,2.53,2.4,-1.7,,-3,100,92.3,88,76,4.7,1.4,1.2,-2.2,20,9.88,11,2,46,30,102.33,101.4,101.25,100.16,100.18,99.27,99.12,98.06,24100,11716.7,12150,200,4.5,3.2,3.5,2.4,15.6,0,0,0,0,1,1,0,,6:56:00,18:04:00,11.13,6.93,18.07,1,1,7,7,0,0,,,,,,8,6.7,4,0,,,,
2021-02-27,5.8,2.45,2.54,-0.7,,-2,99,81.1,83.5,68,3.1,-0.6,-0.4,-3.8,36,16.46,19,2,52,27,102.39,101.7,101.74,101.08,100.24,99.56,99.59,98.95,24100,21158.3,15250,6400,4.1,3.2,3.4,2.6,15.5,0,0,0,0,6.2,6.2,0,0,6:57:00,18:03:00,11.1,6.95,18.05,3,3,8,8,-2,1,,,,,,8,4.6,4,0,,,,
2021-02-26,3.8,-0.87,-1.55,-6.9,,-12,84,68.7,66,48,-3.7,-6.1,-6.5,-9.2,17,11.71,11,5,29,20,103.02,102.67,102.49,101.96,100.83,100.5,100.32,99.81,24100,24100,24100,24100,3.8,3,3.2,2.6,19.6,0,0,0,0,0,0,0,0,6:59:00,18:01:00,11.03,6.98,18.02,4,4,3,3,-1,0,,,,,,5,0.9,2.5,0,,,,
2021-02-25,0.9,-1.25,-1.4,-3.7,,-10,76,61,58.5,41,-5.1,-8,-8.2,-11.3,41,22.75,27.5,14,54,30,102.54,102.29,102.09,101.64,100.37,100.13,99.94,99.51,24100,23900,21700,19300,3,2.6,2.7,2.4,19.4,0,0,0,0,0,0,0,1,7:01:00,18:00:00,10.98,7.02,18,3,3,2,2,-7,-7,,,,,,8,3.2,4.5,1,,,,
2021-02-24,8.4,2.7,3.9,-0.6,,-4,88,76.1,72.5,57,0.6,-1.2,-1.9,-4.3,43,23.21,24.5,6,67,26,101.54,100.82,100.8,100.05,99.41,98.7,98.68,97.95,24100,22633.3,18500,12900,3.9,3.5,3.1,2.3,14.1,0,0,0,0,0,0,0,6,7:02:00,17:59:00,10.95,7.03,17.98,2,2,7,7,-5,-3,,,,,,8,6.5,5.5,3,,,,
2021-02-23,4.3,1.84,1.79,-0.7,,-7,94,81,83.5,73,0.3,-1.1,-1.9,-4.1,36,19.88,23.5,11,50,27,101.26,100.32,100.5,99.74,99.13,98.21,98.38,97.64,24100,18741.7,13850,3600,4.1,3.4,3.5,2.8,16.2,0,0,0,0,0.2,0,0.2,10,7:04:00,17:58:00,10.9,7.07,17.97,1,1,6,6,0,0,,,,,,8,6.5,4.5,1,,,,
2021-02-22,2.8,0.8,0.54,-1.7,,-7,98,82.1,81,64,1.1,-2,-2.9,-6.8,43,21.79,26.5,10,59,26,101.84,100.6,100.95,100.06,99.68,98.48,98.81,97.95,24100,16087.5,12350,600,3.9,3.3,3.4,2.8,17.5,0,0,0,0,4.8,0.6,5.4,14,7:05:00,17:56:00,10.85,7.08,17.93,1,1,4,4,-1,-1,,,,,,8,7.7,7,6,,,,
2021-02-21,-1.5,-5.75,-6.95,-12.4,,-18,89,70.8,69.5,50,-7,-10.4,-10.5,-14,16,9.92,10.5,5,,,103.39,103.01,102.7,102.01,101.17,100.81,100.51,99.85,24100,20966.7,20100,16100,4.8,4.2,4.2,3.5,24.9,0,0,0,0,0,0,0,12,7:07:00,17:55:00,10.8,7.12,17.92,3,3,-1,-1,-4,-4,,,,,,8,3.2,4,0,,,,
